Time,Time_Period,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Exp_Order,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Cause_of_accident,Accident_severity
18:48:00,Evening,Wednesday,31-50,Male,Junior High School,Employee,1-2,2,Lorry,Owner,Unknown,No Defect,Industrial area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Female,31-50,Slight,Other,Unknown,Changing lane to the left,Serious Injury
18:48:00,Evening,Wednesday,31-50,Male,Junior High School,Employee,1-2,2,Lorry,Owner,1-2 years,No Defect,Office area,Divided Road,Flat Road,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,Serious,Driver,Unknown,Overturning,Serious Injury
15:55:00,Afternoon,Sunday,51-100,Male,Above High School,Owner,2-5,3,Other,Owner,Unknown,No Defect,Church area,Two Way (Undivided),Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving carelessly,Slight Injury
15:55:00,Afternoon,Sunday,51-100,Male,Junior High School,Unknown,No License,6,Lorry,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Turnover,Pedestrian,Female,Under 18,Slight,Driver,Unknown,No distancing,Slight Injury
23:25:00,Night,Wednesday,51-100,Others,Elementary School,Owner,2-5,3,Station Wagon,Owner,Unknown,No Defect,Office area,Other,Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,3,Going straight,Driver or rider,Female,18-30,Slight,Driver,Normal,Driving carelessly,Slight Injury
23:25:00,Night,Wednesday,51-100,Male,Junior High School,Employee,1-2,2,Other,Owner,Unknown,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the left,Slight Injury
23:25:00,Night,Wednesday,31-50,Male,Junior High School,Owner,5-10,4,Other,Owner,5-10 years,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Reversing,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Slight Injury
7:40:00,Morning,Monday,18-30,Others,Junior High School,Employee,0-1,1,Lorry,Owner,5-10 years,Unknown,Residential area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,Slight,Driver,Normal,Changing lane to the right,Serious Injury
7:40:00,Morning,Monday,18-30,Male,Junior High School,Employee,2-5,3,Unknown,Owner,2-5 years,Unknown,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Serious Injury
15:17:00,Afternoon,Sunday,31-50,Male,Junior High School,Employee,5-10,4,Automobile,Owner,2-5 years,No Defect,Office area,Divided Road,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,18-30,Slight,Self-employed,Normal,Moving Backward,Fatal injury
15:17:00,Afternoon,Sunday,31-50,Male,Junior High School,Employee,10-20,5,Lorry,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Self-employed,Normal,Moving Backward,Fatal injury
15:50:00,Afternoon,Monday,18-30,Male,Elementary School,Employee,2-5,3,Other,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
15:50:00,Afternoon,Monday,18-30,Male,Elementary School,Owner,10-20,5,Lorry,Owner,Above 10 years,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,No distancing,Slight Injury
9:45:00,Morning,Sunday,51-100,Male,Junior High School,Employee,1-2,2,Automobile,Owner,Unknown,Unknown,Church area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,No distancing,Slight Injury
9:45:00,Morning,Sunday,51-100,Male,Junior High School,Employee,5-10,4,Other,Governmental,Unknown,No Defect,Church area,Divided Road,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
17:35:00,Evening,Thursday,18-30,Male,Junior High School,Employee,2-5,3,Lorry,Owner,2-5 years,No Defect,Residential area,Divided Road,Flat Road,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving carelessly,Slight Injury
17:35:00,Evening,Thursday,18-30,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
17:35:00,Evening,Thursday,31-50,Male,Junior High School,Employee,2-5,3,Lorry,Owner,5-10 years,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,18-30,Slight,Driver,Unknown,Changing lane to the left,Slight Injury
20:50:00,Evening,Sunday,18-30,Others,Junior High School,Employee,2-5,3,Automobile,Owner,2-5 years,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,Serious,Driver,Normal,Driving carelessly,Slight Injury
20:50:00,Evening,Sunday,51-100,Male,Junior High School,Employee,10-20,5,Automobile,Owner,5-10 years,Unknown,Church area,Other,Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Over 51,Slight,Driver,Normal,Driving carelessly,Slight Injury
21:32:00,Night,Thursday,18-30,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,31-50,Slight,Driver,Normal,No distancing,Slight Injury
21:32:00,Night,Thursday,31-50,Male,Elementary School,Employee,5-10,4,Unknown,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Other,Slight Injury
19:55:00,Evening,Monday,18-30,Male,Junior High School,Employee,No License,6,Lorry,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
19:55:00,Evening,Monday,18-30,Male,Junior High School,Employee,2-5,3,Public Transport,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Changing lane to the right,Slight Injury
16:10:00,Afternoon,Monday,18-30,Male,Elementary School,Employee,5-10,4,Public Transport,Owner,Unknown,Unknown,Unknown,Unknown,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Parked,Driver or rider,Male,18-30,Serious,Driver,Unknown,No distancing,Slight Injury
16:10:00,Afternoon,Monday,51-100,Male,Junior High School,Employee,5-10,4,Other,Governmental,2-5 years,Unknown,Residential area,Two Way (Divided - Broken Line),Unknown,Crossing,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
15:25:00,Afternoon,Monday,31-50,Others,Junior High School,Employee,10-20,5,Other,Owner,Below 1 year,Unknown,Church area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,Serious,Driver,Normal,Overturning,Slight Injury
23:36:00,Night,Thursday,0-17,Male,Junior High School,Employee,5-10,4,Other,Owner,Unknown,Unknown,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving at high speed,Serious Injury
23:36:00,Night,Thursday,0-17,Male,Junior High School,Employee,10-20,5,Public Transport,Owner,Unknown,Unknown,Other,One Way,Flat Road,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Driver or rider,Male,31-50,Serious,Self-employed,Normal,No priority to vehicle,Serious Injury
23:36:00,Night,Thursday,0-17,Male,Elementary School,Employee,0-1,1,Lorry,Owner,Unknown,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,No priority to pedestrian,Serious Injury
23:36:00,Night,Thursday,0-17,Male,Elementary School,Employee,5-10,4,Other,Owner,Unknown,Unknown,Office area,One Way,Flat Road,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to vehicle,Serious Injury
20:00:00,Evening,Monday,51-100,Male,Elementary School,Employee,1-2,2,Public Transport,Owner,Unknown,No Defect,Industrial area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Turnover,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Other,Slight Injury
20:00:00,Evening,Monday,31-50,Others,Elementary School,Employee,5-10,4,Other,Governmental,Unknown,No Defect,Residential area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Other,Slight Injury
20:00:00,Evening,Monday,31-50,Male,Elementary School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Office area,Unknown,Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Moving Backward,Slight Injury
17:54:00,Evening,Friday,18-30,Male,Elementary School,Employee,2-5,3,Other,Owner,2-5 years,Unknown,Other,Unknown,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
17:54:00,Evening,Friday,31-50,Male,Elementary School,Employee,5-10,4,Other,Owner,Unknown,Unknown,Church area,Other,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Female,18-30,Slight,Driver,Normal,Moving Backward,Slight Injury
18:04:00,Evening,Monday,31-50,Others,Junior High School,Unknown,5-10,4,Other,Owner,Above 10 years,Unknown,Industrial area,Unknown,Flat Road,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,Under 18,Slight,Self-employed,Normal,No priority to vehicle,Slight Injury
17:00:00,Evening,Friday,18-30,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,No Defect,Recreational area,One Way,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,18-30,Slight,Self-employed,Unknown,Driving carelessly,Slight Injury
1:15:00,Night,Saturday,Unknown,Female,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,No Defect,Market area,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Turnover,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
1:15:00,Night,Saturday,18-30,Others,Elementary School,Employee,0-1,1,Other,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Other,Slight Injury
1:15:00,Night,Saturday,18-30,Male,Elementary School,Employee,5-10,4,Lorry,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Changing lane to the right,Slight Injury
1:15:00,Night,Saturday,18-30,Male,Elementary School,Owner,5-10,4,Public Transport,Owner,Unknown,No Defect,Industrial area,Two Way (Divided - Broken Line),Unknown,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Unknown,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,No distancing,Slight Injury
18:30:00,Evening,Wednesday,31-50,Male,Elementary School,Employee,2-5,3,Automobile,Governmental,2-5 years,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Driving carelessly,Slight Injury
18:30:00,Evening,Wednesday,18-30,Male,Elementary School,Employee,10-20,5,Other,Governmental,Unknown,Unknown,Office area,Other,Flat Road,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
15:52:00,Afternoon,Friday,18-30,Male,Elementary School,Employee,2-5,3,Lorry,Owner,Unknown,Unknown,Unknown,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,Over 51,Slight,Self-employed,Normal,No priority to vehicle,Slight Injury
15:52:00,Afternoon,Friday,31-50,Male,Junior High School,Employee,10-20,5,Public Transport,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Changing lane to the right,Slight Injury
15:52:00,Afternoon,Friday,18-30,Male,Junior High School,Employee,0-1,1,Other,Owner,Unknown,Unknown,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,Driver or rider,Male,18-30,Serious,Self-employed,Unknown,No priority to pedestrian,Slight Injury
12:33:00,Afternoon,Tuesday,18-30,Male,Junior High School,Employee,2-5,3,Lorry,Organization,Unknown,Unknown,Other,Other,Flat Road,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Passenger,Female,18-30,Slight,Driver,Normal,No priority to vehicle,Serious Injury
8:59:00,Morning,Monday,0-17,Others,Elementary School,Employee,5-10,4,Other,Governmental,2-5 years,Unknown,Other,Other,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Over 51,Slight,Self-employed,Normal,Changing lane to the left,Slight Injury
8:59:00,Morning,Monday,51-100,Male,Elementary School,Employee,5-10,4,Other,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Deaf,Turnover,Slight Injury
17:25:00,Evening,Saturday,31-50,Male,Elementary School,Employee,1-2,2,Lorry,Owner,Above 10 years,Unknown,Other,Other,Flat Road,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Pedestrian,Male,Under 18,Slight,Driver,Normal,Driving to the left,Slight Injury
0:53:00,Night,Sunday,18-30,Male,Elementary School,Employee,No License,6,Animal Transport,Owner,Unknown,Unknown,Residential area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Reversing,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Driving carelessly,Slight Injury
0:53:00,Night,Sunday,18-30,Male,Junior High School,Employee,1-2,2,Automobile,Owner,2-5 years,No Defect,Church area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Driver or rider,Male,18-30,Slight,Self-employed,Normal,Driving to the left,Slight Injury
0:53:00,Night,Sunday,18-30,Male,Junior High School,Employee,5-10,4,Automobile,Owner,2-5 years,Unknown,Office area,Divided Road,Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,3,Going straight,Passenger,Male,Under 18,Slight,Self-employed,Normal,Driving carelessly,Slight Injury
15:20:00,Afternoon,Wednesday,31-50,Male,Elementary School,Owner,1-2,2,Station Wagon,Owner,2-5 years,Unknown,Church area,Other,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
18:23:00,Evening,Saturday,0-17,Male,Junior High School,Employee,5-10,4,Other,Owner,2-5 years,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,Over 51,Slight,Driver,Unknown,Driving carelessly,Slight Injury
